"","Province","Region","Product","SubProduct","Finance","Segment","Purpose","InstallmentType","Performa","Provision","ClassPercent","TotalAc","classification"
"3765","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","2","OAEM"
"3769","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","2","OAEM"
"3773","Punjab","5","sme","small enterprise","cash finance a/c.","general trader","working capital","annually","0","3","50","1","DOUBTFUL"
"3774","Punjab","5","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"3775","Punjab","5","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"3780","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","2","OAEM"
"3781","Punjab","5","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture (development)","fixed investments","annually","0","1","0","1","OAEM"
"3782","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","2","OAEM"
"3783","Punjab","5","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","0","1","50","2","DOUBTFUL"
"3786","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","2","OAEM"
"3788","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","1","OAEM"
"3789","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","2","OAEM"
"3790","Punjab","5","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","0","1","0","2","OAEM"
"3791","Punjab","5","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","0","1","50","1","DOUBTFUL"
"3807","Sindh","6","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","construction / real estate","fixed investments","monthly","0","1","0","1","OAEM"
"3812","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3813","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3832","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","machinary","fixed investments","half-yearly","0","1","0","1","OAEM"
"3833","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","machinary","fixed investments","half-yearly","0","1","0","1","OAEM"
"3842","Sindh","6","agriculture","purchase of machinery / equipments","agriculture finance a/c","individuals","fixed investments","annually","0","3","20","1","SUB/STANDARD"
"3843","Sindh","6","agriculture","purchase of machinery / equipments","agriculture finance a/c","individuals","fixed investments","annually","0","3","20","1","SUB/STANDARD"
"3844","Sindh","6","agriculture","purchase of machinery / equipments","agriculture finance a/c","individuals","fixed investments","annually","0","3","20","1","SUB/STANDARD"
"3845","Sindh","6","agriculture","purchase of machinery / equipments","agriculture finance a/c","individuals","fixed investments","annually","0","3","20","1","SUB/STANDARD"
"3873","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3874","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3876","Sindh","6","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","0","1","50","1","DOUBTFUL"
"3886","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3887","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3888","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3889","Sindh","6","agriculture","farm developmental finance","agriculture finance a/c","individuals","fixed investments","half-yearly","8","1","0","1","OAEM"
"3916","Sindh","7","sme","small enterprise","running finance a/c.","general trader","working capital","half-yearly","0","5","50","1","DOUBTFUL"
"3940","Sindh","8","agriculture","live stock","agriculture finance a/c","agri business/agriculture (development)","working capital","half-yearly","14","4","50","1","DOUBTFUL"
"3941","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","2","20","1","SUB/STANDARD"
"3942","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","2","20","1","SUB/STANDARD"
"3943","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","3","20","1","SUB/STANDARD"
"3944","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","3","20","1","SUB/STANDARD"
"3945","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","3","20","1","SUB/STANDARD"
"3946","Sindh","8","sme","small enterprise","cash finance a/c.","others","working capital","annually","0","6","50","1","DOUBTFUL"
"3948","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3949","Sindh","8","sme","small enterprise","cash finance a/c.","automobile & transportation","working capital","annually","2","2","25","1","SUB/STANDARD"
"3956","Sindh","8","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","lumpsum","10","1","0","1","OAEM"
"3957","Sindh","8","sme","small enterprise","cash finance a/c.","electric & eletrical appliance","working capital","lumpsum","2","4","25","1","SUB/STANDARD"
"3958","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3959","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3960","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3961","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3962","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3963","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3964","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3965","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3966","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3967","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3968","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3969","Sindh","8","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3970","Sindh","8","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","10","1","0","1","OAEM"
"3971","Sindh","8","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","2","1","50","1","DOUBTFUL"
"3972","Sindh","8","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","2","1","50","1","DOUBTFUL"
"3973","Sindh","8","sme","medium enterprise","running finance a.c.","cotton ginning","working capital","annually","2","6","50","1","DOUBTFUL"
"3974","Sindh","8","sme","medium enterprise","running finance a.c.","cotton ginning","working capital","annually","2","7","50","1","DOUBTFUL"
"3975","Sindh","8","sme","small enterprise","cash finance a/c.","others","working capital","annually","2","4","25","1","SUB/STANDARD"
"3979","Sindh","8","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","2","1","50","1","DOUBTFUL"
"3980","Sindh","8","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","2","1","50","1","DOUBTFUL"
"3981","Sindh","8","consumer","gold loan","demand finance gold a/c.","others","working capital","annually","2","1","50","1","DOUBTFUL"
